distance_km,estimated_duration_min,avg_speed_kmh,road_type_score,traffic_level,weather_risk,rainfall_mm,time_of_day,day_of_week,urban_density,accident_risk_score,construction_risk_score,elevation_variation,temperature_c,humidity,wind_speed_kmh,season,region_type,vehicle_load_factor,road_condition_label
8.44,29.66,17.07,0.54,0.57,0.65,8.47,early_morning,tuesday,0.81,0.5,0.31,4.37,9.72,0.65,27.23,winter,urban,0.54,Moderate
53.72,57.84,55.73,0.44,0.36,0.43,4.75,midday,saturday,0.47,0.4,0.33,8.65,4.44,0.68,32.09,autumn,suburban,0.23,Moderate
51.57,45.52,67.98,0.94,0.44,0.4,1.9,early_morning,tuesday,0.25,0.38,0.15,13.39,6.49,0.6,18.64,spring,regional,0.49,Good
170.93,111.08,92.32,0.81,0.29,0.29,2.22,night,saturday,0.31,0.23,0.32,16.3,17.64,0.49,22.32,summer,regional,0.47,Excellent
9.91,23.62,25.19,0.53,0.76,0.11,0.66,midday,friday,0.74,0.45,0.42,1.0,19.26,0.52,11.85,summer,urban,0.43,Good
13.15,46.75,16.88,0.33,0.59,0.49,3.79,night,tuesday,0.71,0.48,0.3,1.0,5.8,0.66,17.76,autumn,urban,0.58,Poor
292.24,186.9,93.82,0.81,0.28,0.48,2.73,evening,monday,0.19,0.34,0.18,30.36,9.07,0.61,22.61,autumn,regional,0.36,Excellent
8.99,21.29,25.33,0.3,0.8,0.68,8.49,morning_peak,tuesday,0.69,0.59,0.32,6.13,2.41,0.73,30.93,winter,urban,0.47,Poor
236.58,192.93,73.57,0.72,0.36,0.04,2.6,early_morning,thursday,0.28,0.27,0.31,29.42,21.6,0.45,5.67,summer,regional,0.37,Excellent
179.71,159.17,67.74,0.87,0.41,0.24,1.98,night,thursday,0.34,0.38,0.39,23.01,21.7,0.55,19.85,summer,regional,0.41,Very Poor
30.79,45.61,40.5,0.59,0.69,0.59,1.79,afternoon_peak,wednesday,0.59,0.6,0.24,4.08,17.12,0.68,20.21,autumn,suburban,0.45,Moderate
291.17,211.34,82.66,0.67,0.23,0.64,6.11,evening,sunday,0.2,0.34,0.22,28.63,1.1,0.68,24.8,winter,regional,0.32,Good
262.27,185.52,84.82,0.79,0.46,0.46,2.83,afternoon_peak,saturday,0.27,0.51,0.14,20.14,10.94,0.69,21.16,autumn,regional,0.44,Good
50.79,91.76,33.21,0.6,0.67,0.49,3.3,night,monday,0.58,0.43,0.3,4.35,6.76,0.79,24.33,autumn,suburban,0.44,Moderate
30.85,108.07,17.13,0.49,0.67,0.39,6.42,midday,tuesday,0.98,0.41,0.28,4.02,10.07,0.63,22.81,autumn,urban,0.38,Moderate
9.52,33.69,16.95,0.32,0.63,0.4,3.81,midday,monday,0.7,0.49,0.15,1.0,4.35,0.58,13.92,autumn,urban,0.35,Moderate
107.99,78.86,82.17,0.65,0.23,0.22,1.11,midday,monday,0.12,0.26,0.1,1.45,7.1,0.61,29.11,spring,regional,0.26,Excellent
19.35,69.4,16.73,0.4,0.75,0.37,1.14,afternoon_peak,monday,0.76,0.56,0.32,6.59,14.4,0.64,21.76,autumn,urban,0.52,Moderate
128.03,85.92,89.41,0.76,0.34,0.18,0.27,midday,monday,0.37,0.26,0.37,4.23,16.37,0.64,13.67,summer,regional,0.38,Excellent
149.71,107.41,83.63,0.97,0.41,0.4,2.04,night,tuesday,0.36,0.36,0.24,17.54,7.33,0.63,28.5,autumn,regional,0.4,Poor
44.9,53.17,50.67,0.52,0.65,0.2,2.34,morning_peak,thursday,0.51,0.39,0.45,6.36,15.28,0.5,17.01,summer,suburban,0.38,Moderate
33.54,48.11,41.82,0.62,0.6,0.2,3.51,night,friday,0.6,0.41,0.47,5.08,24.03,0.54,13.43,summer,suburban,0.44,Moderate
256.53,169.86,90.61,0.76,0.43,0.35,2.3,night,thursday,0.39,0.38,0.19,23.65,8.93,0.6,27.99,spring,regional,0.43,Good
53.87,48.15,67.14,0.79,0.41,0.44,3.73,midday,wednesday,0.23,0.43,0.2,9.53,12.35,0.68,23.57,autumn,regional,0.31,Good
10.97,28.08,23.44,0.38,0.88,0.38,1.96,afternoon_peak,wednesday,0.69,0.56,0.35,9.18,7.96,0.59,18.02,autumn,urban,0.53,Poor
72.6,52.98,82.22,0.65,0.26,0.04,1.0,evening,sunday,0.16,0.34,0.34,5.92,20.26,0.49,12.9,summer,regional,0.27,Excellent
16.5,20.08,49.29,0.49,0.68,0.27,0.69,morning_peak,friday,0.53,0.49,0.34,7.1,20.93,0.53,10.77,summer,suburban,0.46,Moderate
19.59,78.7,14.93,0.57,0.92,0.5,2.31,morning_peak,thursday,0.76,0.5,0.27,12.67,11.14,0.65,37.27,autumn,urban,0.57,Poor
135.17,113.51,71.45,0.69,0.43,0.7,1.61,evening,tuesday,0.16,0.39,0.18,16.33,-3.88,0.68,26.67,winter,regional,0.3,Good
171.81,163.15,63.18,0.93,0.47,0.51,5.49,night,friday,0.36,0.44,0.37,17.6,4.33,0.72,20.4,autumn,regional,0.48,Good
64.85,48.98,79.44,0.91,0.32,0.02,0.0,early_morning,monday,0.3,0.26,0.44,7.9,26.48,0.36,16.7,summer,regional,0.37,Excellent
262.23,184.44,85.3,0.84,0.53,0.32,3.67,morning_peak,friday,0.12,0.43,0.28,27.07,13.23,0.61,30.36,summer,regional,0.6,Good
27.53,104.33,15.83,0.26,0.62,0.53,1.86,midday,monday,0.7,0.51,0.28,7.28,10.89,0.62,16.24,autumn,urban,0.4,Poor
12.79,38.16,20.11,0.49,0.67,0.5,6.32,night,friday,0.84,0.55,0.26,6.74,8.09,0.7,16.64,autumn,urban,0.45,Moderate
4.73,14.54,19.54,0.36,0.78,0.0,0.0,evening,tuesday,0.85,0.46,0.41,3.73,15.14,0.43,22.46,summer,urban,0.48,Moderate
26.34,82.57,19.14,0.26,0.8,0.42,5.37,evening,monday,0.92,0.55,0.35,1.0,18.37,0.63,21.3,autumn,urban,0.52,Good
28.68,47.25,36.42,0.56,0.75,0.23,1.69,afternoon_peak,tuesday,0.58,0.55,0.37,1.0,1.92,0.57,19.84,spring,suburban,0.56,Moderate
7.07,16.13,26.31,0.38,0.54,0.33,2.11,night,saturday,0.83,0.34,0.24,5.01,8.2,0.61,19.6,spring,urban,0.34,Moderate
23.05,23.1,59.85,0.66,0.6,0.34,2.0,morning_peak,sunday,0.44,0.48,0.17,14.7,6.64,0.63,9.23,spring,suburban,0.3,Good
250.6,193.47,77.72,0.72,0.38,0.35,5.97,morning_peak,saturday,0.15,0.37,0.13,18.24,4.7,0.61,23.4,spring,regional,0.42,Good
25.7,33.14,46.53,0.54,0.61,0.62,4.05,midday,wednesday,0.64,0.56,0.26,1.72,-1.51,0.7,27.73,winter,suburban,0.45,Moderate
107.11,95.79,67.09,0.9,0.58,0.06,0.0,afternoon_peak,friday,0.29,0.41,0.4,10.45,25.63,0.5,15.89,summer,regional,0.34,Excellent
63.68,51.58,74.07,0.62,0.61,0.24,1.6,morning_peak,friday,0.32,0.39,0.18,7.76,18.88,0.57,19.95,spring,regional,0.45,Good
28.54,57.21,29.93,0.37,0.84,0.12,1.22,morning_peak,thursday,0.73,0.5,0.4,10.07,19.03,0.47,16.56,summer,urban,0.55,Moderate
238.4,152.75,93.64,0.7,0.3,0.42,3.13,midday,tuesday,0.18,0.26,0.21,20.57,1.39,0.56,17.61,autumn,regional,0.45,Excellent
168.76,175.75,57.61,0.72,0.63,0.42,4.39,afternoon_peak,tuesday,0.22,0.48,0.09,12.22,8.84,0.67,19.2,autumn,regional,0.52,Good
13.53,41.07,19.77,0.31,0.64,0.3,1.73,early_morning,friday,0.9,0.35,0.39,6.44,11.76,0.59,11.47,spring,urban,0.39,Moderate
7.01,14.89,28.24,0.3,0.61,0.44,2.2,evening,saturday,0.86,0.48,0.35,1.0,3.97,0.66,20.96,spring,urban,0.42,Moderate
30.44,63.26,28.87,0.5,0.64,0.66,8.19,evening,monday,0.69,0.55,0.33,4.67,-0.41,0.68,11.81,winter,urban,0.46,Poor
144.0,138.8,62.25,0.73,0.36,0.46,3.47,midday,wednesday,0.16,0.46,0.21,21.42,8.56,0.68,24.34,autumn,regional,0.37,Good
17.12,27.34,37.58,0.71,0.82,0.15,0.53,afternoon_peak,tuesday,0.49,0.42,0.55,8.32,13.99,0.59,4.0,summer,suburban,0.52,Moderate
5.02,9.28,32.45,0.45,0.63,0.39,2.43,early_morning,tuesday,0.82,0.43,0.27,12.0,8.11,0.45,14.78,autumn,urban,0.5,Moderate
219.59,170.55,77.25,0.7,0.56,0.19,0.0,morning_peak,wednesday,0.29,0.42,0.25,19.77,14.22,0.53,10.89,summer,regional,0.46,Good
66.72,86.34,46.36,0.67,0.55,0.5,6.86,morning_peak,saturday,0.43,0.42,0.33,9.84,5.62,0.7,15.3,autumn,suburban,0.37,Moderate
160.61,126.61,76.11,0.81,0.59,0.21,1.55,afternoon_peak,wednesday,0.29,0.42,0.32,7.79,21.17,0.59,14.04,summer,regional,0.55,Good
78.36,99.52,47.24,0.53,0.66,0.69,8.34,evening,wednesday,0.58,0.54,0.26,8.49,-2.13,0.75,10.27,winter,suburban,0.53,Moderate
9.65,31.98,18.1,0.52,0.69,0.25,2.01,evening,monday,0.91,0.46,0.46,3.83,17.58,0.54,13.44,summer,urban,0.51,Moderate
10.85,26.48,24.57,0.44,0.78,0.22,2.42,midday,thursday,0.9,0.43,0.39,6.71,15.43,0.69,18.51,spring,urban,0.57,Moderate
44.27,58.19,45.65,0.67,0.61,0.47,5.6,morning_peak,tuesday,0.47,0.4,0.25,1.0,11.25,0.71,15.75,autumn,suburban,0.44,Moderate
30.35,62.89,28.96,0.52,0.69,0.58,4.45,midday,wednesday,0.78,0.62,0.27,1.0,5.4,0.72,23.93,winter,urban,0.44,Moderate
85.74,68.81,74.76,0.88,0.59,0.37,0.95,afternoon_peak,tuesday,0.23,0.43,0.16,8.6,13.03,0.68,17.07,autumn,regional,0.51,Excellent
28.04,64.01,26.29,0.37,0.86,0.49,2.91,morning_peak,tuesday,0.76,0.53,0.35,9.4,13.47,0.6,19.78,autumn,urban,0.54,Poor
100.19,63.95,94.0,0.95,0.35,0.23,1.57,midday,wednesday,0.36,0.32,0.35,22.78,14.4,0.5,14.43,summer,regional,0.26,Excellent
37.78,46.41,48.85,0.5,0.58,0.57,2.6,midday,tuesday,0.59,0.5,0.26,12.92,7.87,0.67,25.13,winter,suburban,0.34,Moderate
16.25,33.2,29.37,0.53,0.95,0.19,2.86,afternoon_peak,thursday,0.97,0.56,0.47,1.42,15.95,0.57,9.19,summer,urban,0.6,Moderate
108.8,82.23,79.38,0.73,0.15,0.51,3.89,evening,saturday,0.17,0.38,0.23,8.15,5.73,0.68,31.48,winter,regional,0.27,Excellent
23.77,26.4,54.01,0.47,0.68,0.33,2.63,morning_peak,monday,0.48,0.37,0.34,5.51,22.52,0.59,18.22,summer,suburban,0.53,Moderate
42.42,56.88,44.75,0.76,0.65,0.15,1.63,afternoon_peak,tuesday,0.4,0.4,0.43,1.0,12.35,0.53,13.11,summer,suburban,0.42,Good
207.82,196.56,63.43,0.78,0.47,0.2,3.06,early_morning,tuesday,0.37,0.41,0.33,22.77,15.74,0.46,13.67,summer,regional,0.44,Good
191.43,180.06,63.79,0.78,0.53,0.23,2.15,afternoon_peak,wednesday,0.13,0.34,0.2,17.22,15.7,0.49,9.94,spring,regional,0.45,Excellent
29.09,83.75,20.84,0.55,0.74,0.33,3.37,evening,wednesday,0.83,0.45,0.22,9.89,14.06,0.65,19.74,autumn,urban,0.39,Moderate
66.48,73.57,54.21,0.54,0.48,0.26,1.16,midday,friday,0.42,0.35,0.37,7.95,18.12,0.61,10.35,summer,suburban,0.39,Good
29.06,64.79,26.91,0.45,0.78,0.44,6.97,midday,monday,0.86,0.57,0.34,6.67,10.16,0.62,26.19,autumn,urban,0.47,Moderate
6.05,11.15,32.56,0.33,0.59,0.66,5.26,early_morning,sunday,0.82,0.44,0.45,1.0,5.8,0.75,22.74,winter,urban,0.37,Poor
26.41,77.74,20.38,0.38,0.93,0.62,4.63,morning_peak,tuesday,0.97,0.63,0.29,9.38,0.7,0.74,28.02,winter,urban,0.49,Poor
5.74,11.11,31.0,0.52,0.54,0.51,3.69,midday,saturday,0.76,0.3,0.33,3.55,-0.83,0.69,26.31,winter,urban,0.38,Moderate
263.69,190.09,83.23,0.76,0.42,0.23,0.71,evening,sunday,0.38,0.43,0.36,17.69,9.53,0.57,10.88,summer,regional,0.45,Excellent
60.78,64.26,56.75,0.63,0.72,0.28,2.38,evening,wednesday,0.64,0.62,0.27,8.56,6.32,0.48,13.67,spring,suburban,0.42,Moderate
15.09,38.67,23.41,0.55,0.71,0.37,2.75,midday,thursday,0.69,0.42,0.26,1.0,10.01,0.58,15.9,spring,urban,0.38,Moderate
23.46,69.27,20.32,0.52,0.68,0.56,7.5,evening,wednesday,0.89,0.56,0.4,7.84,-6.41,0.71,28.63,winter,urban,0.49,Poor
155.42,115.86,80.49,0.91,0.39,0.51,6.19,afternoon_peak,sunday,0.23,0.4,0.25,21.71,13.15,0.71,16.51,autumn,regional,0.62,Good
264.7,182.87,86.85,0.87,0.46,0.18,2.46,morning_peak,friday,0.19,0.28,0.13,24.65,11.13,0.57,19.49,spring,regional,0.33,Excellent
23.09,75.17,18.43,0.38,0.62,0.46,3.53,early_morning,friday,0.74,0.43,0.32,1.12,10.19,0.59,21.54,spring,urban,0.5,Poor
174.7,127.14,82.44,0.62,0.47,0.56,7.31,midday,wednesday,0.36,0.5,0.23,16.42,8.72,0.74,31.56,winter,regional,0.5,Good
261.96,235.64,66.7,0.97,0.48,0.5,3.75,evening,monday,0.34,0.45,0.17,27.59,9.59,0.66,32.14,winter,regional,0.48,Good
24.72,47.03,31.54,0.52,0.63,0.19,0.78,early_morning,monday,0.7,0.39,0.46,5.83,23.74,0.5,8.07,summer,urban,0.46,Moderate
28.75,101.55,16.98,0.54,0.77,0.77,5.36,midday,wednesday,0.97,0.63,0.34,15.21,8.76,0.87,21.25,winter,urban,0.52,Poor
38.46,43.6,52.93,0.56,0.56,0.57,5.33,evening,thursday,0.44,0.45,0.22,2.42,-3.51,0.76,29.73,winter,suburban,0.51,Moderate
34.36,34.13,60.4,0.76,0.39,0.28,2.98,night,tuesday,0.45,0.34,0.45,1.0,18.95,0.5,14.02,summer,suburban,0.28,Good
57.38,80.2,42.93,0.58,0.5,0.26,1.2,night,tuesday,0.61,0.43,0.37,9.09,15.49,0.56,17.58,summer,suburban,0.53,Good
96.44,106.13,54.52,0.67,0.64,0.19,1.27,morning_peak,friday,0.38,0.43,0.23,18.19,2.59,0.59,13.46,spring,regional,0.44,Good
207.63,150.53,82.76,0.9,0.38,0.09,0.15,midday,tuesday,0.25,0.29,0.37,25.23,23.91,0.51,18.03,summer,regional,0.39,Excellent
5.32,12.72,25.1,0.34,0.91,0.29,2.96,afternoon_peak,wednesday,0.91,0.43,0.42,3.15,14.06,0.67,10.48,summer,urban,0.55,Moderate
92.64,91.07,61.04,0.65,0.34,0.63,6.23,midday,tuesday,0.25,0.32,0.23,11.47,3.2,0.65,24.86,winter,regional,0.29,Good
121.52,78.77,92.56,0.95,0.34,0.19,1.61,midday,thursday,0.18,0.32,0.23,13.5,6.12,0.52,16.81,spring,regional,0.35,Excellent
284.5,208.92,81.71,0.83,0.45,0.44,3.43,midday,thursday,0.17,0.39,0.22,23.6,8.37,0.58,20.59,spring,regional,0.46,Good
21.04,39.32,32.12,0.73,0.83,0.59,2.33,morning_peak,friday,0.69,0.63,0.19,8.79,8.63,0.71,24.32,autumn,suburban,0.52,Moderate
309.14,225.07,82.41,0.66,0.3,0.68,7.66,evening,tuesday,0.15,0.41,0.21,31.04,5.24,0.74,24.85,winter,regional,0.38,Good
29.59,70.1,25.33,0.49,0.86,0.5,5.87,afternoon_peak,thursday,0.8,0.56,0.35,4.41,15.8,0.62,16.58,autumn,urban,0.54,Poor
15.88,18.94,50.32,0.75,0.71,0.48,5.18,morning_peak,thursday,0.41,0.39,0.29,5.23,-9.59,0.55,31.6,winter,suburban,0.51,Moderate
308.81,207.13,89.46,0.79,0.43,0.05,0.96,early_morning,friday,0.42,0.22,0.34,27.84,20.4,0.4,17.89,summer,regional,0.42,Excellent
205.39,159.95,77.05,0.82,0.4,0.22,2.93,midday,wednesday,0.35,0.36,0.33,12.2,16.69,0.54,12.48,summer,regional,0.44,Good
64.63,96.91,40.01,0.55,0.43,0.44,3.68,evening,friday,0.44,0.36,0.25,7.19,17.8,0.71,20.29,spring,suburban,0.25,Good
19.89,37.43,31.88,0.54,0.92,0.05,2.62,morning_peak,wednesday,0.83,0.52,0.28,10.77,8.97,0.4,15.79,spring,urban,0.58,Moderate
61.13,75.17,48.8,0.72,0.7,0.73,6.93,afternoon_peak,friday,0.49,0.59,0.14,14.56,4.15,0.66,26.26,winter,suburban,0.54,Moderate
5.18,9.86,31.51,0.3,0.6,0.57,5.56,midday,sunday,0.76,0.51,0.09,16.47,11.29,0.65,19.06,autumn,urban,0.4,Excellent
21.79,78.73,16.61,0.35,0.78,0.68,6.1,evening,wednesday,0.88,0.52,0.3,1.0,7.6,0.75,26.55,autumn,urban,0.48,Poor
26.88,48.51,33.25,0.27,0.7,0.21,1.07,evening,tuesday,0.96,0.48,0.44,1.0,19.64,0.55,10.12,summer,urban,0.54,Moderate
14.31,39.02,22.01,0.36,0.95,0.27,1.87,afternoon_peak,monday,0.89,0.54,0.24,5.88,7.47,0.58,18.71,spring,urban,0.46,Poor
26.38,66.13,23.93,0.27,0.74,0.55,3.14,afternoon_peak,tuesday,0.8,0.6,0.3,8.51,8.88,0.61,17.09,autumn,urban,0.53,Poor
7.03,12.59,33.52,0.57,0.65,0.3,3.83,midday,sunday,0.9,0.37,0.35,1.52,4.85,0.64,23.03,spring,urban,0.44,Moderate
210.92,198.07,63.89,0.64,0.3,0.58,8.47,early_morning,friday,0.16,0.39,0.24,28.64,9.76,0.68,19.75,autumn,regional,0.51,Good
84.57,127.96,39.65,0.75,0.71,0.33,2.73,early_morning,monday,0.68,0.48,0.39,9.57,9.54,0.57,16.19,spring,suburban,0.43,Moderate
19.97,48.95,24.48,0.54,0.96,0.6,5.85,morning_peak,monday,0.94,0.67,0.27,5.08,-3.54,0.84,17.98,winter,urban,0.62,Poor
63.2,64.47,58.82,0.69,0.49,0.03,0.68,midday,thursday,0.38,0.39,0.42,4.61,10.71,0.32,20.12,summer,regional,0.58,Excellent
22.19,27.27,48.82,0.49,0.81,0.59,9.01,afternoon_peak,thursday,0.57,0.57,0.21,5.35,6.39,0.69,33.54,winter,suburban,0.61,Poor
16.08,21.32,45.27,0.67,0.36,0.74,4.34,early_morning,saturday,0.5,0.43,0.24,2.88,3.77,0.8,11.61,winter,suburban,0.3,Good
8.39,20.03,25.13,0.46,0.82,0.62,4.65,morning_peak,wednesday,0.71,0.6,0.2,3.73,-2.51,0.56,26.73,winter,urban,0.43,Poor
13.55,30.68,26.51,0.54,0.79,0.47,3.84,afternoon_peak,friday,0.86,0.55,0.37,1.0,7.42,0.67,20.45,autumn,urban,0.61,Poor
9.56,27.48,20.86,0.49,0.71,0.07,0.81,afternoon_peak,saturday,0.91,0.41,0.45,1.1,21.32,0.52,11.33,summer,urban,0.41,Moderate
61.45,109.0,33.82,0.52,0.66,0.19,2.19,morning_peak,tuesday,0.51,0.37,0.43,12.51,19.42,0.56,22.21,summer,suburban,0.4,Good
47.44,60.99,46.68,0.58,0.46,0.44,4.3,early_morning,thursday,0.49,0.37,0.29,16.86,4.61,0.58,17.14,winter,suburban,0.39,Good
300.33,215.41,83.66,0.76,0.38,0.58,4.31,night,monday,0.3,0.38,0.29,24.42,11.28,0.7,22.69,winter,regional,0.41,Good
14.73,21.84,40.45,0.59,0.52,0.46,0.61,evening,monday,0.39,0.44,0.22,4.47,15.14,0.68,22.46,autumn,suburban,0.45,Good
64.54,66.82,57.95,0.75,0.62,0.56,6.01,evening,wednesday,0.7,0.43,0.25,5.16,15.15,0.65,9.7,autumn,suburban,0.43,Moderate
85.46,69.03,74.29,0.8,0.41,0.66,4.17,night,saturday,0.33,0.37,0.11,9.27,6.8,0.73,34.42,winter,regional,0.45,Good
66.48,92.92,42.92,0.57,0.5,0.56,7.04,midday,thursday,0.51,0.38,0.24,13.59,9.08,0.69,28.57,autumn,suburban,0.38,Moderate
80.82,110.05,44.06,0.59,0.56,0.28,0.06,midday,thursday,0.55,0.47,0.22,7.34,13.1,0.64,13.13,spring,suburban,0.47,Good
23.76,51.14,27.88,0.47,0.8,0.48,2.99,midday,tuesday,0.96,0.54,0.33,10.22,9.5,0.7,16.69,autumn,urban,0.63,Poor
9.82,31.8,18.52,0.42,0.77,0.28,1.17,morning_peak,saturday,0.68,0.46,0.47,9.82,16.93,0.66,15.21,summer,urban,0.52,Moderate
222.41,222.97,59.85,0.65,0.38,0.21,1.69,midday,wednesday,0.35,0.32,0.4,37.3,9.89,0.53,15.87,summer,regional,0.41,Good
71.33,77.69,55.09,0.48,0.45,0.1,0.46,evening,sunday,0.46,0.24,0.35,3.98,18.41,0.47,21.43,summer,suburban,0.29,Good
19.57,44.63,26.3,0.33,1.0,0.04,1.31,morning_peak,friday,0.95,0.62,0.48,8.32,22.89,0.39,16.83,summer,urban,0.72,Poor
112.46,69.7,96.81,0.63,0.3,0.15,1.93,evening,sunday,0.32,0.19,0.25,4.9,17.01,0.58,14.82,summer,regional,0.33,Excellent
57.36,41.69,82.56,0.83,0.4,0.53,6.16,night,monday,0.3,0.44,0.31,7.64,7.68,0.63,30.35,autumn,regional,0.39,Good
49.44,47.06,63.04,0.52,0.41,0.4,3.73,early_morning,tuesday,0.41,0.29,0.19,8.67,10.51,0.73,17.75,autumn,suburban,0.39,Good
119.19,94.94,75.32,0.71,0.6,0.65,3.66,afternoon_peak,thursday,0.38,0.44,0.21,19.38,9.16,0.74,23.95,winter,regional,0.37,Moderate
63.05,75.06,50.4,0.65,0.51,0.32,2.75,evening,thursday,0.56,0.49,0.48,8.33,13.94,0.57,6.01,summer,suburban,0.39,Good
160.22,149.09,64.48,0.98,0.7,0.16,0.86,afternoon_peak,tuesday,0.36,0.49,0.38,21.32,19.36,0.51,21.69,summer,regional,0.6,Good
7.13,20.07,21.3,0.29,0.87,0.24,1.25,midday,tuesday,1.0,0.5,0.49,5.9,15.34,0.57,13.89,summer,urban,0.6,Poor
255.0,199.65,76.63,0.66,0.47,0.64,1.59,afternoon_peak,saturday,0.2,0.43,0.07,21.68,1.31,0.63,19.64,winter,regional,0.44,Good
144.88,96.65,89.95,0.97,0.39,0.09,1.23,midday,thursday,0.3,0.37,0.38,26.74,21.47,0.39,13.8,summer,regional,0.43,Good
43.81,64.15,40.97,0.43,0.82,0.29,1.56,morning_peak,friday,0.68,0.55,0.3,12.83,10.66,0.51,12.59,spring,suburban,0.59,Moderate
77.64,70.52,66.06,0.82,0.53,0.18,0.0,midday,tuesday,0.34,0.41,0.13,13.46,7.73,0.47,15.83,spring,regional,0.47,Excellent
210.68,173.52,72.85,0.76,0.35,0.49,3.57,evening,friday,0.25,0.35,0.1,23.16,9.97,0.63,19.17,autumn,regional,0.48,Good
132.95,137.08,58.19,0.75,0.41,0.67,1.71,evening,thursday,0.3,0.42,0.22,16.71,-0.29,0.75,14.25,winter,regional,0.33,Good
56.65,44.9,75.71,0.95,0.58,0.47,6.55,morning_peak,wednesday,0.3,0.39,0.23,12.13,12.57,0.69,18.47,autumn,regional,0.42,Good
40.04,48.04,50.01,0.44,0.56,0.39,4.04,midday,friday,0.59,0.46,0.22,6.63,10.57,0.56,24.09,spring,suburban,0.4,Moderate
14.63,35.99,24.39,0.51,0.81,0.36,3.86,midday,friday,0.96,0.52,0.33,1.24,6.63,0.57,11.78,spring,urban,0.46,Moderate
197.21,137.5,86.05,0.63,0.3,0.64,3.21,early_morning,thursday,0.29,0.38,0.19,23.84,8.94,0.71,16.41,autumn,regional,0.33,Good
66.14,66.91,59.31,0.77,0.64,0.23,0.52,afternoon_peak,wednesday,0.19,0.5,0.38,3.86,11.11,0.53,12.66,summer,regional,0.56,Good
18.49,40.81,27.19,0.46,0.57,0.44,4.75,midday,thursday,0.69,0.52,0.26,9.49,7.04,0.58,16.99,spring,urban,0.49,Moderate
115.05,86.36,79.93,0.85,0.36,0.43,2.79,midday,sunday,0.3,0.41,0.32,4.57,9.15,0.52,25.55,autumn,regional,0.33,Good
84.08,100.0,50.44,0.69,0.48,0.6,6.48,evening,friday,0.51,0.42,0.29,10.65,8.77,0.73,21.65,autumn,suburban,0.42,Moderate
31.29,71.09,26.41,0.49,0.69,0.28,2.63,morning_peak,sunday,0.76,0.48,0.4,1.0,8.81,0.53,26.36,spring,urban,0.59,Moderate
202.78,155.88,78.05,0.66,0.4,0.3,1.05,evening,friday,0.41,0.34,0.34,23.94,12.18,0.49,10.77,summer,regional,0.45,Excellent
14.12,31.35,27.03,0.56,0.65,0.23,0.89,evening,thursday,0.76,0.41,0.41,6.88,21.11,0.6,10.21,summer,urban,0.45,Good
29.39,63.78,27.65,0.51,0.94,0.64,6.21,morning_peak,monday,0.85,0.67,0.3,7.38,-4.01,0.59,22.0,winter,urban,0.51,Moderate
10.81,45.93,14.13,0.38,0.99,0.46,3.65,afternoon_peak,monday,0.99,0.59,0.34,1.0,17.55,0.71,26.15,autumn,urban,0.6,Poor
24.68,55.14,26.85,0.56,0.73,0.63,9.16,early_morning,thursday,0.96,0.58,0.33,1.0,0.7,0.71,29.79,winter,urban,0.43,Poor
41.68,63.68,39.28,0.42,0.61,0.48,4.69,afternoon_peak,monday,0.44,0.47,0.23,3.08,13.77,0.63,13.09,autumn,suburban,0.36,Moderate
267.31,209.04,76.72,0.69,0.33,0.81,4.54,evening,sunday,0.36,0.41,0.17,24.2,-5.02,0.82,34.69,winter,regional,0.38,Good
20.01,78.44,15.31,0.34,0.82,0.51,3.58,morning_peak,wednesday,0.7,0.54,0.24,2.86,-0.25,0.67,31.21,winter,urban,0.52,Poor
275.14,240.62,68.61,0.98,0.47,0.45,3.5,night,monday,0.21,0.4,0.23,22.41,7.65,0.63,16.79,spring,regional,0.32,Good
74.2,86.33,51.57,0.54,0.67,0.09,1.94,early_morning,friday,0.63,0.49,0.53,2.02,20.13,0.39,16.8,summer,suburban,0.43,Good
42.47,53.64,47.51,0.49,0.57,0.18,2.5,night,friday,0.62,0.35,0.44,1.0,18.3,0.51,8.78,summer,suburban,0.38,Good
114.06,83.18,82.27,0.68,0.35,0.31,4.0,midday,monday,0.22,0.31,0.21,19.2,9.38,0.61,12.96,spring,regional,0.37,Excellent
24.68,26.53,55.81,0.61,0.54,0.2,1.71,early_morning,thursday,0.59,0.49,0.34,1.0,9.51,0.59,10.54,spring,suburban,0.38,Good
31.68,108.16,17.58,0.32,0.74,0.83,10.58,morning_peak,tuesday,0.78,0.66,0.34,5.27,-1.25,0.8,29.31,winter,urban,0.52,Very Poor
186.72,158.22,70.81,0.93,0.62,0.59,5.01,afternoon_peak,friday,0.27,0.49,0.26,23.28,0.96,0.76,29.2,winter,regional,0.48,Good
288.37,206.69,83.71,0.71,0.32,0.47,5.69,evening,wednesday,0.13,0.38,0.17,26.38,14.13,0.58,22.85,autumn,regional,0.42,Good
72.51,76.62,56.79,0.65,0.64,0.51,6.51,morning_peak,wednesday,0.43,0.45,0.27,7.84,1.27,0.58,25.76,winter,suburban,0.4,Moderate
57.11,60.05,57.06,0.48,0.54,0.19,0.56,midday,tuesday,0.49,0.43,0.34,11.4,7.24,0.58,15.95,spring,suburban,0.43,Good
14.89,40.45,22.09,0.46,0.94,0.5,4.73,afternoon_peak,wednesday,0.97,0.69,0.34,1.0,12.65,0.66,23.87,autumn,urban,0.57,Poor
